CustomerID,Frequency,Monetary,Recency,AvgOrderValue,UniqueProducts,ActiveDays,CancellationRate,Cluster,Segment
13868,2,3192.54,7,1596.27,32,31,0.0,0,At-Risk Customers
13869,4,3083.65,123,770.9125,234,233,0.0,0,At-Risk Customers
13870,8,2770.94,2,346.3675,91,285,0.3,0,At-Risk Customers
13871,13,6403.25,23,492.5576923076923,155,286,0.1428571428571428,0,At-Risk Customers
13873,3,389.6,120,129.86666666666667,21,190,0.25,0,At-Risk Customers
13874,1,540.45,358,540.45,18,0,0.0,0,At-Risk Customers
13875,5,1786.79,54,357.358,79,247,0.0,0,At-Risk Customers
13876,1,122.7,64,122.7,7,0,0.0,0,At-Risk Customers
13877,1,117.24,86,117.24,3,0,0.0,0,At-Risk Customers
13878,1,1271.57,55,1271.57,35,0,0.0,0,At-Risk Customers
13880,13,3219.77,21,247.67461538461535,125,345,0.0,0,At-Risk Customers
13881,20,17159.52,4,857.976,72,308,0.0909090909090909,0,At-Risk Customers
13882,5,1191.13,3,238.22600000000003,54,61,0.1666666666666666,0,At-Risk Customers
13883,5,2674.48,11,534.896,108,242,1.4444444444444444,0,At-Risk Customers
13884,5,787.6,7,157.52,45,276,0.1666666666666666,0,At-Risk Customers
13885,2,506.8,189,253.4,28,11,0.0,0,At-Risk Customers
13886,1,243.56,71,243.56,16,0,0.0,0,At-Risk Customers
13887,1,349.55,204,349.55,19,0,0.0,0,At-Risk Customers
13888,2,595.67,120,297.835,38,98,0.0,0,At-Risk Customers
13889,1,416.9,93,416.9,15,0,0.0,0,At-Risk Customers
13890,10,1883.81,1,188.381,74,357,0.2857142857142857,0,At-Risk Customers
13892,4,632.97,27,158.2425,26,219,0.0,0,At-Risk Customers
13893,1,821.1,298,821.1,21,0,0.0,0,At-Risk Customers
13894,3,564.62,24,188.20666666666668,25,286,0.6,0,At-Risk Customers
13895,4,2593.07,28,648.2675,97,136,0.2,0,At-Risk Customers
13897,1,311.16,50,311.16,17,0,0.0,0,At-Risk Customers
13898,1,155.93,326,155.93,12,0,0.0,0,At-Risk Customers
13899,2,388.52,16,194.26,19,258,0.0,0,At-Risk Customers
13900,3,740.95,183,246.98333333333332,42,79,0.0,0,At-Risk Customers
13901,5,2867.2000000000003,72,573.44,144,246,0.0,0,At-Risk Customers
13904,2,332.64,37,166.32,24,257,0.0,0,At-Risk Customers
13908,4,2369.55,80,592.3875,104,196,0.8,0,At-Risk Customers
13911,9,2580.91,57,286.7677777777778,120,251,0.0,0,At-Risk Customers
13914,2,626.45,12,313.225,28,24,0.3333333333333333,0,At-Risk Customers
13917,2,272.04,50,136.02,16,141,0.0,0,At-Risk Customers
13918,2,1212.84,50,606.4200000000001,30,203,0.0,0,At-Risk Customers
13919,2,384.81,59,192.405,24,62,1.6666666666666667,0,At-Risk Customers
13922,1,172.25,352,172.25,7,0,0.0,0,At-Risk Customers
13923,1,351.13,54,351.13,20,0,0.0,0,At-Risk Customers
13924,6,1838.85,2,306.475,90,70,1.818181818181818,0,At-Risk Customers
13925,4,678.25,93,169.5625,28,42,0.6666666666666666,0,At-Risk Customers
13926,1,223.85,23,223.85,11,0,0.0,0,At-Risk Customers
13927,1,348.99,75,348.99,21,0,0.0,0,At-Risk Customers
13928,4,464.57,11,116.1425,23,122,0.0,0,At-Risk Customers
13929,2,842.65,169,421.325,8,157,0.3333333333333333,0,At-Risk Customers
13930,2,337.34,58,168.67,15,78,0.0,0,At-Risk Customers
13931,2,1237.53,96,618.765,56,185,0.3333333333333333,0,At-Risk Customers
13932,1,307.4,295,307.4,16,0,0.0,0,At-Risk Customers
13933,2,608.79,109,304.395,23,39,0.0,0,At-Risk Customers
13934,1,922.1,264,922.1,31,0,0.0,0,At-Risk Customers
13936,1,376.58,180,376.58,26,0,0.5,0,At-Risk Customers
13937,1,158.85,169,158.85,9,0,0.0,0,At-Risk Customers
13938,1,71.66,35,71.66,7,0,0.0,0,At-Risk Customers
13939,3,568.55,23,189.51666666666665,43,288,0.25,0,At-Risk Customers
13940,4,839.14,17,209.785,39,126,0.0,0,At-Risk Customers
13941,5,5112.96,22,1022.592,24,350,0.2857142857142857,0,At-Risk Customers
13946,3,561.57,79,187.19000000000003,11,188,0.0,0,At-Risk Customers
13947,1,90.6,65,90.6,5,0,0.0,0,At-Risk Customers
13948,1,102.0,361,102.0,3,0,0.0,0,At-Risk Customers
13949,6,2427.32,3,404.5533333333333,124,91,0.0,0,At-Risk Customers
13950,4,745.0600000000001,11,186.265,33,235,0.2,0,At-Risk Customers
13951,3,674.45,176,224.8166666666667,38,118,0.0,0,At-Risk Customers
13952,2,3251.071,218,1625.5355,120,20,0.3333333333333333,0,At-Risk Customers
13953,7,3515.68,7,502.24,8,345,0.0,0,At-Risk Customers
13954,2,439.92,2,219.96,24,69,1.6666666666666667,0,At-Risk Customers
13955,2,322.96,154,161.48,33,151,0.0,0,At-Risk Customers
13956,5,1019.27,5,203.854,123,266,0.0,0,At-Risk Customers
13959,3,594.04,79,198.0133333333333,79,283,0.0,0,At-Risk Customers
13960,2,230.22,21,115.11,11,50,0.0,0,At-Risk Customers
13962,2,169.54999999999998,22,84.77499999999999,11,223,0.0,0,At-Risk Customers
13963,4,664.54,308,166.135,35,59,0.0,0,At-Risk Customers
13967,1,80.7,146,80.7,2,0,0.0,0,At-Risk Customers
13969,18,9024.17,7,501.34277777777777,334,357,0.35,0,At-Risk Customers
13971,8,2758.26,19,344.7825,118,266,0.8181818181818182,0,At-Risk Customers
13972,2,190.25,71,95.125,15,131,0.0,0,At-Risk Customers
13973,1,264.7,287,264.7,11,0,0.0,0,At-Risk Customers
13974,1,413.59,49,413.59,28,0,0.0,0,At-Risk Customers
13975,6,2461.24,31,410.2066666666667,240,245,0.2857142857142857,0,At-Risk Customers
13976,1,357.98,207,357.98,10,0,0.0,0,At-Risk Customers
13978,2,196.79,15,98.395,14,30,0.0,0,At-Risk Customers
13979,1,869.87,73,869.87,54,0,0.0,0,At-Risk Customers
13980,1,200.14,60,200.14,11,0,0.0,0,At-Risk Customers
13982,4,1871.81,39,467.9525,72,326,0.8,0,At-Risk Customers
13983,12,2603.43,30,216.9525,91,337,0.3846153846153846,0,At-Risk Customers
13984,5,920.51,27,184.102,14,339,0.1666666666666666,0,At-Risk Customers
13985,15,7060.13,4,470.67533333333336,108,260,0.125,0,At-Risk Customers
13986,1,320.46,17,320.46,12,0,0.0,0,At-Risk Customers
13988,6,4147.96,20,691.3266666666667,188,234,0.5555555555555556,0,At-Risk Customers
13989,2,1266.08,66,633.04,33,173,0.0,0,At-Risk Customers
13990,1,311.3,213,311.3,16,0,0.0,0,At-Risk Customers
13991,6,852.88,12,142.14666666666668,58,131,0.2857142857142857,0,At-Risk Customers
13992,1,76.8,30,76.8,5,0,0.0,0,At-Risk Customers
13993,9,3466.36,43,385.1511111111111,66,287,0.3333333333333333,0,At-Risk Customers
13994,6,2274.14,4,379.0233333333333,122,144,0.0,0,At-Risk Customers
13995,5,1393.69,15,278.738,55,230,0.1666666666666666,0,At-Risk Customers
13999,12,3901.81,10,325.1508333333333,102,351,0.2666666666666666,0,At-Risk Customers
14000,1,635.66,211,635.66,15,0,0.5,0,At-Risk Customers
14001,3,2043.08,46,681.0266666666668,34,327,0.25,0,At-Risk Customers
14002,2,529.73,134,264.865,47,22,0.0,0,At-Risk Customers
14004,7,4582.64,43,654.6628571428572,102,245,0.0,0,At-Risk Customers
14005,5,2874.72,10,574.944,53,206,0.0,0,At-Risk Customers
14006,3,962.19,116,320.73,22,196,0.0,0,At-Risk Customers
14009,2,695.61,198,347.805,42,7,0.6666666666666666,0,At-Risk Customers
14012,1,328.8,278,328.8,11,0,0.0,0,At-Risk Customers
14013,3,473.02,110,157.67333333333332,30,165,0.0,0,At-Risk Customers
14014,1,505.18,77,505.18,39,0,0.0,0,At-Risk Customers
14015,1,917.34,53,917.34,20,0,0.0,0,At-Risk Customers
14016,4,4341.21,162,1085.3025,154,195,0.2,0,At-Risk Customers
14019,3,1421.61,47,473.87000000000006,37,91,0.5,0,At-Risk Customers
14020,2,642.8,17,321.4,37,71,0.0,0,At-Risk Customers
14021,3,631.9,155,210.63333333333333,22,101,0.0,0,At-Risk Customers
14022,1,440.0,225,440.0,28,0,0.0,0,At-Risk Customers
14023,2,584.07,7,292.035,30,242,0.0,0,At-Risk Customers
14024,2,327.7,122,163.85,16,2,0.0,0,At-Risk Customers
14027,1,104.82,61,104.82,6,0,0.0,0,At-Risk Customers
14029,2,467.66,63,233.83,15,80,0.0,0,At-Risk Customers
14030,8,2358.84,18,294.855,210,348,0.0,0,At-Risk Customers
14031,19,17286.86,7,909.8347368421051,119,365,0.3478260869565217,0,At-Risk Customers
14032,11,2975.59,2,270.5081818181818,53,364,0.5,0,At-Risk Customers
14034,3,648.89,22,216.29666666666665,82,135,0.75,0,At-Risk Customers
14035,5,1428.02,29,285.604,41,268,0.0,0,At-Risk Customers
14036,1,626.65,285,626.65,38,0,0.0,0,At-Risk Customers
14037,2,147.20000000000002,176,73.60000000000001,27,188,0.0,0,At-Risk Customers
14038,3,1560.38,78,520.1266666666667,64,128,0.25,0,At-Risk Customers
14039,1,152.2,33,152.2,6,0,0.0,0,At-Risk Customers
14040,12,3560.32,41,296.6933333333333,146,290,0.4,0,At-Risk Customers
14041,1,141.41,266,141.41,21,0,0.0,0,At-Risk Customers
14044,4,646.42,27,161.605,165,283,0.0,0,At-Risk Customers
14045,4,1659.75,109,414.9375,4,264,0.0,0,At-Risk Customers
14046,1,154.99,284,154.99,14,0,0.0,0,At-Risk Customers
14047,5,1308.61,9,261.72200000000004,22,364,0.2857142857142857,0,At-Risk Customers
14048,1,409.93,305,409.93,83,0,1.5,0,At-Risk Customers
14049,4,5578.72,17,1394.68,348,301,2.833333333333333,0,At-Risk Customers
14050,2,746.36,32,373.18,49,74,0.0,0,At-Risk Customers
14051,23,15610.39,1,678.7126086956522,52,365,0.1923076923076923,0,At-Risk Customers
14052,1,225.36,20,225.36,56,0,0.0,0,At-Risk Customers
14053,2,260.25,124,130.125,2,35,0.0,0,At-Risk Customers
14054,1,92.46,65,92.46,6,0,0.0,0,At-Risk Customers
14055,1,725.6400000000001,106,725.6400000000001,10,0,0.0,0,At-Risk Customers
14056,23,8152.71,1,354.46565217391304,320,282,0.7586206896551724,0,At-Risk Customers
14057,17,6211.66,24,365.3917647058824,179,336,0.3888888888888889,0,At-Risk Customers
14059,1,183.6,267,183.6,8,0,0.0,0,At-Risk Customers
14060,19,6140.42,5,323.18,86,368,0.05,0,At-Risk Customers
14062,12,10464.85,10,872.0708333333333,60,354,0.0,0,At-Risk Customers
14064,5,1334.34,29,266.868,59,245,0.2857142857142857,0,At-Risk Customers
14066,1,152.55,267,152.55,7,0,0.0,0,At-Risk Customers
14067,2,374.7,64,187.35,51,32,0.0,0,At-Risk Customers
14068,1,265.85,320,265.85,22,0,0.0,0,At-Risk Customers
14071,8,1437.57,4,179.69625,271,261,1.0,0,At-Risk Customers
14073,1,151.04,32,151.04,13,0,0.5,0,At-Risk Customers
14075,3,942.26,5,314.08666666666664,33,256,0.0,0,At-Risk Customers
14076,1,118.67,129,118.67,43,0,0.0,0,At-Risk Customers
14077,5,499.42,41,99.884,33,233,0.0,0,At-Risk Customers
14078,6,1049.37,102,174.89499999999998,46,271,0.0,0,At-Risk Customers
14079,1,375.1,125,375.1,12,0,0.0,0,At-Risk Customers
14080,1,45.6,33,45.6,4,0,0.0,0,At-Risk Customers
14081,2,921.62,302,460.81,126,67,0.75,0,At-Risk Customers
14082,1,182.25,365,182.25,28,0,0.0,0,At-Risk Customers
14083,9,1002.9,4,111.43333333333334,162,367,0.0,0,At-Risk Customers
14085,18,4421.29,2,245.62722222222223,272,366,0.0526315789473684,0,At-Risk Customers
14087,1,191.47,3,191.47,61,0,0.5,0,At-Risk Customers
14088,13,50491.81,10,3883.9853846153846,379,312,0.0714285714285714,0,At-Risk Customers
14089,1,158.75,57,158.75,13,0,0.0,0,At-Risk Customers
14090,1,76.32000000000001,325,76.32000000000001,1,0,0.0,0,At-Risk Customers
14092,14,4076.91,8,291.2078571428572,117,350,0.1764705882352941,0,At-Risk Customers
14093,1,433.86,12,433.86,95,0,0.0,0,At-Risk Customers
14096,17,65164.79,4,3833.222941176471,1119,97,0.5,0,At-Risk Customers
14098,1,147.35,37,147.35,21,0,0.0,0,At-Risk Customers
14099,11,3104.17,16,282.1972727272727,167,338,0.1666666666666666,0,At-Risk Customers
14100,1,191.95,138,191.95,24,0,0.0,0,At-Risk Customers
14101,6,5976.79,74,996.1316666666668,15,252,0.0,0,At-Risk Customers
14102,5,1105.88,5,221.176,35,39,0.625,0,At-Risk Customers
14104,2,216.21,155,108.105,21,11,0.0,0,At-Risk Customers
14105,1,1266.23,239,1266.23,74,0,1.0,0,At-Risk Customers
14107,7,2703.23,52,386.1757142857143,61,312,0.125,0,At-Risk Customers
14108,2,597.91,31,298.955,33,70,0.3333333333333333,0,At-Risk Customers
14109,1,144.2,73,144.2,9,0,2.5,0,At-Risk Customers
14110,12,5683.15,4,473.5958333333333,94,263,0.0769230769230769,0,At-Risk Customers
14111,4,692.85,14,173.2125,10,227,0.2,0,At-Risk Customers
14112,7,2915.15,23,416.45,117,253,1.0833333333333333,0,At-Risk Customers
14113,4,1840.42,4,460.105,26,351,0.75,0,At-Risk Customers
14114,2,386.53,274,193.265,15,56,0.0,0,At-Risk Customers
14116,5,1382.74,20,276.548,61,101,0.0,0,At-Risk Customers
14117,1,90.0,144,90.0,3,0,0.0,0,At-Risk Customers
14121,4,2780.15,4,695.0375,148,56,0.3333333333333333,0,At-Risk Customers
14124,1,419.58,84,419.58,4,0,0.0,0,At-Risk Customers
14125,3,2720.63,11,906.8766666666668,159,67,0.0,0,At-Risk Customers
14126,3,706.1300000000001,8,235.3766666666667,14,2,0.25,0,At-Risk Customers
14127,3,709.71,123,236.57,39,187,0.0,0,At-Risk Customers
14128,2,637.5,61,318.75,40,195,0.0,0,At-Risk Customers
14129,5,1123.86,2,224.772,31,259,0.0,0,At-Risk Customers
14130,1,480.91,319,480.91,66,0,0.0,0,At-Risk Customers
14132,11,3586.03,2,326.00272727272727,100,181,0.0833333333333333,0,At-Risk Customers
14133,3,605.64,130,201.88,25,186,0.4,0,At-Risk Customers
14135,15,4690.31,2,312.68733333333336,95,371,0.0,0,At-Risk Customers
14138,2,965.88,2,482.94,40,62,0.0,0,At-Risk Customers
14139,1,415.82,46,415.82,26,0,0.0,0,At-Risk Customers
14140,2,935.05,4,467.525,60,27,0.3333333333333333,0,At-Risk Customers
14141,4,915.13,3,228.7825,27,102,1.0,0,At-Risk Customers
14142,1,311.81,373,311.81,22,0,0.0,0,At-Risk Customers
14143,1,115.8,134,115.8,7,0,0.0,0,At-Risk Customers
14145,4,3742.2,47,935.55,6,170,0.2,0,At-Risk Customers
14146,5,4191.0,9,838.2,183,348,5.833333333333333,0,At-Risk Customers
14147,2,483.4,78,241.7,4,207,0.3333333333333333,0,At-Risk Customers
14148,1,157.2,234,157.2,3,0,0.0,0,At-Risk Customers
14149,1,446.62,221,446.62,28,0,4.0,0,At-Risk Customers
14150,2,658.64,36,329.32,23,324,0.0,0,At-Risk Customers
14152,2,621.29,75,310.645,47,158,0.3333333333333333,0,At-Risk Customers
14154,2,1345.62,239,672.81,52,0,0.0,0,At-Risk Customers
14155,1,118.75,266,118.75,6,0,0.0,0,At-Risk Customers
14156,55,117210.08,10,2131.092363636364,714,361,0.303030303030303,0,At-Risk Customers
14157,2,424.89,20,212.445,45,265,0.3333333333333333,0,At-Risk Customers
14158,1,507.66,40,507.66,41,0,0.0,0,At-Risk Customers
14159,11,4630.35,20,420.94090909090914,501,343,0.5714285714285714,0,At-Risk Customers
14161,3,1097.62,216,365.8733333333334,87,153,0.0,0,At-Risk Customers
14162,2,289.36,174,144.68,25,118,0.0,0,At-Risk Customers
14163,4,2445.91,87,611.4775,36,151,0.0,0,At-Risk Customers
14164,2,1631.77,71,815.885,28,10,0.0,0,At-Risk Customers
14165,1,120.44,276,120.44,23,0,0.0,0,At-Risk Customers
14167,4,562.59,39,140.6475,27,291,0.0,0,At-Risk Customers
14171,1,363.79,98,363.79,57,0,0.0,0,At-Risk Customers
14173,4,450.84,11,112.71,28,208,0.0,0,At-Risk Customers
14174,1,134.46,33,134.46,26,0,0.0,0,At-Risk Customers
14175,3,3222.3,60,1074.1,139,269,2.142857142857143,0,At-Risk Customers
14176,4,576.9000000000001,297,144.22500000000002,28,70,0.2,0,At-Risk Customers
14177,4,549.46,86,137.365,37,93,0.2,0,At-Risk Customers
14178,7,1600.26,9,228.60857142857145,191,173,0.0,0,At-Risk Customers
14179,2,701.57,41,350.785,135,11,0.0,0,At-Risk Customers
14180,25,4748.52,11,189.9408,112,361,0.2580645161290322,0,At-Risk Customers
14184,1,452.89,67,452.89,24,0,0.0,0,At-Risk Customers
14185,1,197.65,331,197.65,3,0,0.0,0,At-Risk Customers
14188,6,2054.36,31,342.3933333333334,34,279,0.6,0,At-Risk Customers
14189,15,4654.08,2,310.272,176,366,0.5,0,At-Risk Customers
14191,13,4684.76,2,360.36615384615385,145,218,0.2857142857142857,0,At-Risk Customers
14193,2,853.39,68,426.695,35,201,0.0,0,At-Risk Customers
14194,21,11349.52,5,540.4533333333334,269,303,0.78125,0,At-Risk Customers
14195,2,1012.0,202,506.0,7,50,0.3333333333333333,0,At-Risk Customers
14196,1,335.52,107,335.52,6,0,0.0,0,At-Risk Customers
14198,4,701.4,18,175.35,35,221,0.7142857142857143,0,At-Risk Customers
14199,1,185.4,218,185.4,2,0,0.0,0,At-Risk Customers
14201,7,747.44,60,106.77714285714286,32,299,0.2222222222222222,0,At-Risk Customers
14204,1,150.61,2,150.61,36,0,0.0,0,At-Risk Customers
14205,2,466.7,17,233.35,23,247,3.75,0,At-Risk Customers
14206,1,328.16,239,328.16,20,0,0.5,0,At-Risk Customers
14208,1,151.74,95,151.74,10,0,0.0,0,At-Risk Customers
14209,6,2073.43,11,345.57166666666666,55,321,0.1428571428571428,0,At-Risk Customers
14210,6,1905.84,106,317.64000000000004,66,265,0.1428571428571428,0,At-Risk Customers
14211,9,2241.1,53,249.0111111111111,87,241,0.4615384615384615,0,At-Risk Customers
14212,1,1070.48,90,1070.48,9,0,0.0,0,At-Risk Customers
14214,5,1004.38,31,200.876,64,246,0.4285714285714285,0,At-Risk Customers
14215,6,1789.72,12,298.2866666666667,98,356,0.1428571428571428,0,At-Risk Customers
14216,4,1839.3,3,459.825,47,34,0.0,0,At-Risk Customers
14217,17,2004.98,2,117.94,78,364,0.2916666666666667,0,At-Risk Customers
14218,1,169.48000000000002,43,169.48000000000002,12,0,0.0,0,At-Risk Customers
14219,1,89.94,4,89.94,7,0,0.0,0,At-Risk Customers
14220,2,632.4000000000001,247,316.20000000000005,21,110,0.0,0,At-Risk Customers
14221,9,3432.8,42,381.4222222222222,123,296,0.1,0,At-Risk Customers
14222,1,683.17,177,683.17,41,0,0.0,0,At-Risk Customers
14223,3,991.13,92,330.37666666666667,50,171,0.25,0,At-Risk Customers
14224,4,1009.73,110,252.4325,105,209,0.0,0,At-Risk Customers
14226,5,2214.79,29,442.958,64,240,0.8571428571428571,0,At-Risk Customers
14227,10,3350.96,26,335.096,117,258,0.5333333333333333,0,At-Risk Customers
14229,3,1547.2,52,515.7333333333333,29,281,0.6,0,At-Risk Customers
14231,3,925.71,184,308.57,47,104,0.8,0,At-Risk Customers
14232,5,2048.07,43,409.614,81,221,0.375,0,At-Risk Customers
14233,4,1462.72,49,365.68,30,268,0.2,0,At-Risk Customers
14234,4,754.12,22,188.53,122,35,0.0,0,At-Risk Customers
14235,5,3144.86,75,628.972,65,185,0.1666666666666666,0,At-Risk Customers
14236,2,490.86,81,245.43,15,291,0.0,0,At-Risk Customers
14237,1,161.0,373,161.0,9,0,0.0,0,At-Risk Customers
14238,1,146.85,326,146.85,8,0,0.0,0,At-Risk Customers
14239,11,2380.85,43,216.4409090909091,83,272,0.3076923076923077,0,At-Risk Customers
14240,2,890.34,30,445.17,37,195,0.0,0,At-Risk Customers
14241,1,213.7,184,213.7,10,0,0.0,0,At-Risk Customers
14242,2,280.55,235,140.275,13,91,0.0,0,At-Risk Customers
14243,10,2588.77,9,258.877,99,357,0.5,0,At-Risk Customers
14245,2,1693.45,220,846.725,107,43,0.8,0,At-Risk Customers
14246,3,1474.06,111,491.3533333333333,57,135,0.0,0,At-Risk Customers
14247,1,136.77,278,136.77,19,0,0.0,0,At-Risk Customers
14248,1,302.58,318,302.58,8,0,0.0,0,At-Risk Customers
14250,3,1904.05,7,634.6833333333333,94,82,0.0,0,At-Risk Customers
14251,5,2879.7000000000003,2,575.94,37,55,0.0,0,At-Risk Customers
14256,2,969.06,260,484.53,51,104,0.3333333333333333,0,At-Risk Customers
14257,5,3099.7200000000003,64,619.9440000000001,88,254,0.1666666666666666,0,At-Risk Customers
14258,9,12669.98,9,1407.7755555555557,58,328,0.1,0,At-Risk Customers
14259,1,120.0,142,120.0,5,0,0.0,0,At-Risk Customers
14261,2,1163.45,51,581.725,52,27,0.0,0,At-Risk Customers
14262,8,2618.23,8,327.27875,87,232,0.0,0,At-Risk Customers
14264,2,333.97,155,166.985,15,90,0.6666666666666666,0,At-Risk Customers
14265,2,530.18,109,265.09,31,39,0.0,0,At-Risk Customers
14267,3,1516.24,163,505.41333333333336,25,97,1.5714285714285714,0,At-Risk Customers
14270,1,492.65,332,492.65,29,0,0.0,0,At-Risk Customers
14271,1,112.32,226,112.32,10,0,0.0,0,At-Risk Customers
14272,2,437.96,74,218.98,33,180,0.0,0,At-Risk Customers
14273,4,559.97,51,139.9925,22,190,0.0,0,At-Risk Customers
14276,3,1119.74,99,373.2466666666666,52,191,2.2,0,At-Risk Customers
14277,3,4188.0,15,1396.0,195,197,0.75,0,At-Risk Customers
14280,1,134.04,197,134.04,8,0,0.0,0,At-Risk Customers
14282,15,3701.44,3,246.76266666666663,70,364,0.0,0,At-Risk Customers
14284,2,595.25,31,297.625,24,55,0.6666666666666666,0,At-Risk Customers
14285,4,1910.01,21,477.5025,18,155,0.0,0,At-Risk Customers
14286,3,4628.75,24,1542.9166666666667,220,219,1.0,0,At-Risk Customers
14287,3,176.63,8,58.876666666666665,9,190,0.5,0,At-Risk Customers
14288,1,426.6,213,426.6,16,0,0.5,0,At-Risk Customers
14289,6,911.26,9,151.8766666666667,33,280,0.0,0,At-Risk Customers
14290,5,2314.65,11,462.93,89,350,0.3333333333333333,0,At-Risk Customers
14291,11,3883.25,2,353.02272727272725,145,273,0.0833333333333333,0,At-Risk Customers
14292,9,4871.93,8,541.3255555555556,64,275,0.5714285714285714,0,At-Risk Customers
14293,4,1046.56,3,261.64,51,365,0.0,0,At-Risk Customers
14295,1,166.20000000000002,40,166.20000000000002,5,0,1.0,0,At-Risk Customers
14297,4,1305.33,18,326.3325,48,257,0.3333333333333333,0,At-Risk Customers
14298,44,51527.3,8,1171.075,884,352,0.0666666666666666,0,At-Risk Customers
14299,9,3965.62,8,440.6244444444444,94,357,1.0555555555555556,0,At-Risk Customers
14300,1,43.2,19,43.2,3,0,0.0,0,At-Risk Customers
14301,1,640.14,117,640.14,13,0,1.5,0,At-Risk Customers
14304,1,383.45,223,383.45,17,0,5.0,0,At-Risk Customers
14305,3,1858.96,71,619.6533333333333,96,64,1.0,0,At-Risk Customers
14306,2,2093.32,51,1046.66,33,34,0.6666666666666666,0,At-Risk Customers
14307,6,2995.7200000000003,89,499.2866666666667,150,284,0.0,0,At-Risk Customers
14309,9,2352.53,8,261.39222222222224,74,350,0.6,0,At-Risk Customers
14311,1,310.26,243,310.26,20,0,3.5,0,At-Risk Customers
14312,6,1611.59,47,268.59833333333336,74,290,0.0,0,At-Risk Customers
14314,1,120.0,107,120.0,8,0,0.0,0,At-Risk Customers
14315,6,2481.13,45,413.5216666666667,64,221,0.4285714285714285,0,At-Risk Customers
14317,1,508.58,65,508.58,24,0,0.0,0,At-Risk Customers
14320,2,477.79,207,238.895,29,126,3.6666666666666665,0,At-Risk Customers
14321,5,1530.75,11,306.15,111,322,0.0,0,At-Risk Customers
14323,2,605.0600000000001,115,302.53000000000003,32,123,1.25,0,At-Risk Customers
14326,1,183.85,242,183.85,8,0,0.5,0,At-Risk Customers
14327,1,311.65000000000003,163,311.65000000000003,12,0,0.0,0,At-Risk Customers
14329,7,4975.24,17,710.7485714285714,218,312,0.7142857142857143,0,At-Risk Customers
14331,2,462.66,124,231.33,27,10,0.0,0,At-Risk Customers
14332,3,840.21,23,280.07,22,125,0.0,0,At-Risk Customers
14333,1,415.2,68,415.2,15,0,2.0,0,At-Risk Customers
14334,8,2552.21,17,319.02625,98,341,0.1111111111111111,0,At-Risk Customers
14335,2,454.86,16,227.43,55,80,0.0,0,At-Risk Customers
14336,4,1614.91,17,403.7275,77,259,0.0,0,At-Risk Customers
14338,2,588.22,161,294.11,30,35,0.75,0,At-Risk Customers
14339,1,309.52000000000004,243,309.52000000000004,14,0,1.0,0,At-Risk Customers
14340,1,134.7,219,134.7,6,0,0.0,0,At-Risk Customers
14341,8,2166.98,45,270.8725,109,273,0.1111111111111111,0,At-Risk Customers
14342,4,668.5600000000001,21,167.14,18,188,0.5,0,At-Risk Customers
14344,8,889.9300000000001,127,111.24125,56,241,0.0,0,At-Risk Customers
14345,1,108.98,39,108.98,6,0,0.0,0,At-Risk Customers
14346,2,1021.58,121,510.79,55,176,0.0,0,At-Risk Customers
14348,1,409.57,260,409.57,18,0,0.0,0,At-Risk Customers
14349,1,133.5,10,133.5,31,0,0.0,0,At-Risk Customers
14350,1,282.93,274,282.93,18,0,1.5,0,At-Risk Customers
14351,1,51.0,165,51.0,1,0,0.0,0,At-Risk Customers
14352,4,1078.96,157,269.74,44,116,0.0,0,At-Risk Customers
14353,1,90.6,215,90.6,6,0,0.0,0,At-Risk Customers
14354,2,163.62,6,81.81,9,24,0.0,0,At-Risk Customers
14355,1,174.4,366,174.4,11,0,0.0,0,At-Risk Customers
14356,2,701.23,80,350.615,33,1,1.25,0,At-Risk Customers
14357,1,225.12,43,225.12,39,0,0.0,0,At-Risk Customers
14359,3,912.18,19,304.06,44,68,0.5,0,At-Risk Customers
14360,4,2118.03,32,529.5075,104,62,0.0,0,At-Risk Customers
14362,1,151.5,22,151.5,37,0,0.0,0,At-Risk Customers
14364,8,3717.35,109,464.66875,61,102,0.0,0,At-Risk Customers
14367,16,9227.82,8,576.73875,270,267,0.4736842105263157,0,At-Risk Customers
14368,1,155.0,320,155.0,8,0,0.0,0,At-Risk Customers
14371,1,100.5,295,100.5,4,0,0.0,0,At-Risk Customers
14373,1,76.55,358,76.55,4,0,0.0,0,At-Risk Customers
14375,1,235.56,185,235.56,57,0,0.0,0,At-Risk Customers
14377,2,617.05,191,308.525,11,70,0.0,0,At-Risk Customers
14379,2,348.1,44,174.05,39,251,0.0,0,At-Risk Customers
14381,1,202.68,52,202.68,56,0,0.0,0,At-Risk Customers
14382,1,615.49,26,615.49,121,0,0.0,0,At-Risk Customers
14383,3,1247.69,38,415.8966666666667,49,125,0.0,0,At-Risk Customers
14385,3,202.11,9,67.36999999999999,13,14,0.0,0,At-Risk Customers
14386,1,142.4,297,142.4,7,0,0.0,0,At-Risk Customers
14387,3,1727.6,33,575.8666666666667,125,76,0.0,0,At-Risk Customers
14388,8,3212.84,10,401.605,124,362,0.5,0,At-Risk Customers
14389,2,1043.46,65,521.73,33,125,3.4,0,At-Risk Customers
14390,9,4642.57,10,515.8411111111111,135,362,0.3846153846153846,0,At-Risk Customers
14393,1,67.95,218,67.95,5,0,0.0,0,At-Risk Customers
14395,9,3479.91,2,386.6566666666666,181,369,0.25,0,At-Risk Customers
